procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 29223968 231208 31239216    0    0     0    64 4960 10268 49  2 50  0  0
 8  0      0 29223968 231208 31239224    0    0     0     0 4269 3466 50  0 50  0  0
 8  0      0 29223968 231208 31239232    0    0     0     0 4208 4000 50  0 50  0  0
 8  0      0 29223968 231208 31239236    0    0     0     0 4167 3734 50  0 50  0  0
 8  0      0 29223968 231208 31239248    0    0     0     0 4909 16703 50  0 50  0  0
 8  0      0 29223968 231224 31239296    0    0     0   280 7002 86872 48  2 50  0  0
 8  0      0 29223968 231224 31239308    0    0     0     0 4487 3823 50  0 50  0  0
 8  0      0 29223968 231224 31239312    0    0     0     0 4455 4850 50  0 50  0  0
 8  0      0 29223968 231224 31239320    0    0     0     0 4339 5478 50  0 50  0  0
 8  0      0 29223968 231224 31239324    0    0     0     0 4352 3620 50  0 50  0  0
 8  0      0 29223968 231232 31239328    0    0     0    12 4441 4269 50  0 50  0  0
 8  0      0 29223968 231240 31239340    0    0     0    16 4386 3554 50  0 50  0  0
 8  0      0 29219872 231240 31239408    0    0     0     0 4415 4215 50  1 49  0  0
 8  0      0 29207584 231240 31239416    0    0     0     0 4352 5335 50  0 50  0  0
 8  0      0 29207584 231240 31239440    0    0     0     0 4526 5666 50  0 50  0  0
 8  0      0 29207584 231248 31239500    0    0     0    12 4483 4825 50  0 50  0  0
 8  0      0 29207332 231256 31239492    0    0     0    16 4462 4075 50  0 50  0  0
 8  0      0 29207332 231256 31239508    0    0     0     0 4490 9941 49  1 50  0  0
 8  0      0 29195044 231256 31239512    0    0     0   176 4524 5119 49  1 50  0  0
 8  0      0 29195044 231256 31239520    0    0     0     0 4311 3804 50  0 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 29174564 231264 31239524    0    0     0    40 4317 5744 50  0 50  0  0
 8  0      0 29174564 231264 31239532    0    0     0    36 4253 8343 50  0 50  0  0
 8  0      0 29174564 231272 31239536    0    0     0    12 4243 4359 50  0 50  0  0
 8  0      0 29174564 231272 31239544    0    0     0   288 5007 11607 49  1 50  0  0
 8  0      0 29174564 231272 31239544    0    0     0     0 4470 7365 50  1 50  0  0
 8  0      0 29174312 231280 31239604    0    0     0    24 4614 5389 50  0 50  0  0
 8  0      0 29174312 231280 31239612    0    0     0     0 4321 3427 50  0 50  0  0
 8  0      0 29174312 231288 31239612    0    0     0    12 4512 3582 50  0 50  0  0
 8  0      0 29174312 231288 31239620    0    0     0     0 4611 6815 50  0 50  0  0
 8  0      0 29174312 231288 31239644    0    0     0     4 4496 3840 50  0 50  0  0
 8  0      0 29173808 231296 31239652    0    0     0    12 5008 4025 50  0 50  0  0
 8  0      0 29173556 231296 31239652    0    0     0    80 4428 5920 50  0 50  0  0
 8  0      0 29173556 231304 31239724    0    0     0    24 4411 5990 50  1 49  0  0
 8  0      0 29173556 231304 31239728    0    0     0     0 4520 5276 50  0 50  0  0
 8  0      0 29173316 231304 31239736    0    0     0   212 4557 5382 50  0 50  0  0
 8  0      0 29173316 231312 31239784    0    0     0    32 6375 56846 49  1 50  0  0
 8  0      0 29173064 231312 31239792    0    0     0     0 4924 6226 50  0 50  0  0
 8  0      0 29173064 231320 31239796    0    0     0   244 4547 6654 50  0 50  0  0
 8  0      0 29173064 231320 31239804    0    0     0     0 8033 18230 47  3 50  0  0
 8  0      0 29173064 231320 31239804    0    0     0     0 4395 5337 50  0 50  0  0
 8  0      0 29168968 231328 31239812    0    0     0    12 4395 3670 50  0 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 29168716 231328 31239820    0    0     0     0 4436 5348 50  0 50  0  0
 8  0      0 29168716 231336 31239820    0    0     0    12 4501 9473 50  0 50  0  0
 8  0      0 29168716 231336 31239828    0    0     0     0 4432 4127 50  0 50  0  0
 8  0      0 29151856 231336 31239852    0    0     0     0 34304 84688 47  3 50  0  0
 8  0      0 29147508 231344 31239908    0    0     0    12 83428 400742 39  8 53  0  0
 8  0      0 29147508 231344 31239908    0    0     0     4 21650 52916 48  2 50  0  0
 8  0      0 29143412 231352 31239912    0    0     0    16 4505 4818 50  0 50  0  0
 8  0      0 29143412 231352 31239920    0    0     0     0 4453 4685 50  0 50  0  0
 8  0      0 29143412 231352 31239928    0    0     0     0 11400 25803 49  1 50  0  0
 8  0      0 29143412 231360 31239932    0    0     0    12 31387 76200 45  5 50  0  0
 8  0      0 29143160 231360 31239940    0    0     0     0 5812 10038 47  2 51  0  0
 8  0      0 29143160 231368 31240012    0    0     0    12 4493 4557 50  1 49  0  0
 8  0      0 29143160 231368 31240024    0    0     0     0 4474 6735 50  0 50  0  0
 8  0      0 29143160 231368 31240024    0    0     0     0 4395 3000 50  0 50  0  0
 8  0      0 29143160 231376 31240080    0    0     0    12 4448 5473 50  0 50  0  0
 8  0      0 29143160 231376 31240088    0    0     0    20 4420 5013 49  1 50  0  0
 8  0      0 29143160 231384 31240088    0    0     0    12 4493 6636 50  0 50  0  0
 8  0      0 29143160 231384 31240096    0    0     0     0 4829 7483 49  1 50  0  0
 8  0      0 29143160 231384 31240120    0    0     0     0 50470 127979 44  6 50  0  0
 8  0      0 29143160 231392 31240124    0    0     0    12 44804 156370 43  6 51  0  0
 8  0      0 29142908 231392 31240192    0    0     0     0 4721 6812 50  1 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0      0 29142908 231400 31240204    0    0     0    32 8324 17969 49  1 50  0  0
 8  0      0 29142908 231400 31240208    0    0     0    20 93779 244762 39  9 51  0  0
 8  0      0 29142908 231400 31240216    0    0     0     0 14338 33310 48  2 50  0  0
 8  0      0 29142908 231408 31240256    0    0     0   396 178677 745049 27 18 55  0  0
 8  0      0 29142908 231408 31240272    0    0     0     0 213875 723226 25 21 54  0  0
 7  0      0 29142908 231416 31240268    0    0     0    12 77817 214816 40  9 51  0  0
 8  0      0 29138812 231416 31240284    0    0     0   296 137419 376699 36 11 52  0  0
 8  0      0 29138812 231416 31240284    0    0     0     0 57766 172254 43  6 51  0  0
 8  0      0 29138812 231424 31240292    0    0     0    12 7533 15112 49  1 50  0  0
 8  0      0 29138812 231424 31240296    0    0     0     0 4302 4469 50  0 50  0  0
 8  0      0 29138560 231432 31240360    0    0     0    16 4375 5586 51  0 49  0  0
 8  0      0 29138056 231432 31240376    0    0     0     0 4962 13640 48  2 50  0  0
 8  0      0 29138056 231432 31240400    0    0     0     0 6069 14926 48  2 50  0  0
 8  0      0 29138056 231440 31240460    0    0     0    12 21704 219356 45  4 52  0  0
 8  0      0 29137552 231440 31240460    0    0     0     0 4445 6128 50  0 50  0  0
 8  0      0 29137552 231440 31240468    0    0     0    64 7766 13368 47  3 50  0  0
 7  0      0 29137552 231448 31240472    0    0     0    24 184006 464656 34 13 53  0  0
 7  0      0 29137552 231448 31240480    0    0     0     0 237612 628140 31 16 53  0  0
 7  0      0 29137552 231456 31240480    0    0     0    12 233261 628116 30 16 54  0  0
 8  0      0 29137552 231456 31240488    0    0     0     0 233617 667676 29 18 54  0  0
 8  0      0 29130960 231456 31240472    0    0     0     4 230179 626004 32 17 51  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0      0 29129964 231456 31240472    0    0     0     0 226639 614467 30 16 53  0  0
 8  0      0 29129964 231456 31240476    0    0     0     0 232744 707950 27 19 54  0  0
 7  0      0 29129964 231464 31240508    0    0     0    12 197523 899133 17 28 55  0  0
 6  0      0 29129964 231464 31240532    0    0     0   136 193193 911124 17 28 56  0  0
 7  0      0 29129964 231472 31240536    0    0     0   648 229630 784596 24 21 54  0  0
 8  0      0 29129964 231472 31240544    0    0     0     0 225132 792851 23 23 55  0  0
 7  0      0 29129964 231472 31240308    0    0     0   264 233464 787536 23 23 54  0  0
 6  0      0 29129964 231480 31240312    0    0     0    20 236965 784116 23 22 55  0  0
 8  0      0 29129964 231480 31240316    0    0     0     4 236893 788304 25 21 54  0  0
 8  0      0 29129964 231488 31240324    0    0     0    48 228918 784142 23 23 54  0  0
 8  0      0 29129964 231488 31240396    0    0     0     0 231923 780562 23 23 54  0  0
 8  0      0 29129964 231488 31240400    0    0     0     0 228405 793308 23 23 54  0  0
 7  0      0 29129964 231496 31240444    0    0     0    12 165644 791931 23 22 55  0  0
 8  0      0 29129964 231496 31240460    0    0     0   332 7027 24613 49  1 50  0  0
 8  0      0 29129964 231504 31240460    0    0     0    20 12159 25687 48  2 50  0  0
 8  0      0 29129964 231504 31240468    0    0     0   256 17742 41454 46  4 50  0  0
 8  0      0 29129964 231504 31240472    0    0     0     0 16670 36781 47  3 50  0  0
 8  0      0 29129964 231512 31240480    0    0     0    36 19782 45587 46  3 50  0  0
 8  0      0 29129964 231512 31240480    0    0     0     0 34727 91320 46  4 50  0  0
 8  0      0 29129964 231520 31240488    0    0     0    16 27198 66679 47  3 50  0  0
 8  0      0 29129964 231520 31240496    0    0     0     0 8939 19941 49  1 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 29129964 231520 31240520    0    0     0     0 22514 55055 47  3 50  0  0
 8  0      0 29129964 231528 31240568    0    0     0    12 9840 44638 49  1 50  0  0
 8  0      0 29129964 231528 31240572    0    0     0     0 12982 29909 49  1 50  0  0
 8  0      0 29129964 231528 31240580    0    0     0     0 5778 10014 49  1 50  0  0
 8  0      0 29129964 231536 31240580    0    0     0    16 5590 6464 49  1 50  0  0
 8  0      0 29129964 231536 31240588    0    0     0     0 9644 18011 48  2 50  0  0
 8  0      0 29129964 231544 31240592    0    0     0    12 9806 18203 49  1 50  0  0
 8  0      0 29129712 231544 31240600    0    0     0     0 10429 18140 49  1 50  0  0
 8  0      0 29129712 231544 31240600    0    0     0    12 7940 12608 49  1 50  0  0
 8  0      0 29129712 231544 31240676    0    0     0     0 6749 9422 50  1 49  0  0
 8  0      0 29129712 231552 31240680    0    0     0    12 5468 5998 50  1 50  0  0
 8  0      0 29129712 231560 31240732    0    0     0    12 6228 58594 49  1 50  0  0
 8  0      0 29129712 231560 31240732    0    0     0     0 4451 3094 50  0 50  0  0
 8  0      0 29129712 231560 31240740    0    0     0     0 4325 3896 50  0 50  0  0
 8  0      0 29129712 231560 31240748    0    0     0     0 4457 3371 50  0 50  0  0
 8  0      0 29129712 231568 31240772    0    0     0    16 21160 46208 48  2 50  0  0
 8  0      0 29129712 231576 31240776    0    0     0    12 10483 22086 46  4 50  0  0
 8  0      0 29129712 231576 31240780    0    0     0     0 34537 80651 44  5 50  0  0
 7  0      0 29129712 231576 31240788    0    0     0     0 85904 210863 41  8 51  0  0
 7  0      0 29129712 231576 31240788    0    0     0    44 24478 54640 47  2 51  0  0
 8  0      0 29129472 231584 31240788    0    0     0    24 6755 8972 48  1 51  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 29129472 231592 31240844    0    0     0    12 8472 38745 49  1 50  0  0
 8  0      0 29129472 231592 31240852    0    0     0     0 5202 5096 49  1 50  0  0
 8  0      0 29129472 231596 31240852    0    0     0   308 5979 7865 49  1 50  0  0
 8  0      0 29129472 231596 31240860    0    0     0     0 4581 5942 50  0 50  0  0
 8  0      0 29129220 231596 31240864    0    0     0   172 4804 4304 49  1 50  0  0
 8  0      0 29129220 231608 31240872    0    0     0    40 4394 3213 50  0 50  0  0
 8  0      0 29129220 231616 31240872    0    0     0    48 4424 3364 50  0 50  0  0
 8  0      0 29129220 231616 31240880    0    0     0   136 4404 4046 50  0 50  0  0
 8  0      0 29129220 231616 31240948    0    0     0    20 4898 8007 50  1 49  0  0
 8  0      0 29129220 231616 31240980    0    0     0     0 7142 10177 50  1 50  0  0
 8  0      0 29129220 231624 31241028    0    0     0    24 4981 12788 49  1 50  0  0
 8  0      0 29129220 231632 31241032    0    0     0    20 4323 3955 50  0 50  0  0
 8  0      0 29129220 231632 31241044    0    0     0     0 4401 6040 50  0 50  0  0
 8  0      0 29129220 231632 31241044    0    0     0     8 7669 13525 50  1 50  0  0
 6  0      0 29129220 231632 31241052    0    0     0     0 11033 21717 48  1 51  0  0
 7  0      0 29129220 231640 31241056    0    0     0    16 4001 3920 38  0 62  0  0
 8  0      0 29129220 231648 31241064    0    0     0    36 4356 3525 43  0 57  0  0
 8  0      0 29129220 231648 31241064    0    0     0     0 6668 10653 49  1 50  0  0
 8  0      0 29129220 231648 31241072    0    0     0     0 5431 6032 50  0 50  0  0
 5  0      0 29128968 231648 31241076    0    0     0     0 9457 17545 43  1 57  0  0
 8  0      0 29128464 231656 31241120    0    0     0    12 4121 10878 34  0 66  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 29128464 231656 31241120    0    0     0     0 4153 4154 50  0 50  0  0
 5  0      0 29128464 231656 31241128    0    0     0     0 4279 3852 47  0 53  0  0
 3  0      0 29128464 231656 31241132    0    0     0     0 3905 4322 25  0 75  0  0
 3  0      0 29128464 231656 31241160    0    0     0     4 3981 4986 19  0 81  0  0
 2  0      0 29128464 231672 31241164    0    0     0    28 3921 8369 18  0 82  0  0
 2  0      0 29128464 231672 31241168    0    0     0     0 3825 4260 13  0 87  0  0
 3  0      0 29128464 231672 31241176    0    0     0     0 3930 4728 13  0 87  0  0
 5  0      0 29128464 231672 31241244    0    0     0     0 4099 4986 24  1 75  0  0
 7  0      0 29128464 231672 31241252    0    0     0     0 5214 6108 39  0 61  0  0
 5  0      0 29128464 231688 31241288    0    0     0    24 7374 24129 43  1 56  0  0
 4  0      0 29128464 231688 31241304    0    0     0     0 3992 3422 29  0 71  0  0
 8  0      0 29128464 231692 31241304    0    0     0   136 5456 6567 36  0 64  0  0
 8  0      0 29128464 231692 31241312    0    0     0     0 4967 6243 49  1 50  0  0
 8  0      0 29128464 231692 31241316    0    0     0     0 4517 4610 50  0 50  0  0
 8  0      0 29128464 231704 31241324    0    0     0   164 4569 6906 50  0 50  0  0
 8  0      0 29128464 231704 31241324    0    0     0     0 4292 3261 50  0 50  0  0
 8  0      0 29128464 231704 31241332    0    0     0   188 4318 3199 50  0 50  0  0
 8  0      0 29128464 231712 31241336    0    0     0    16 4606 3473 50  0 50  0  0
 7  0      0 29128464 231712 31241364    0    0     0     0 9264 16757 49  1 50  0  0
 5  0      0 29128464 231720 31241408    0    0     0    32 4393 9014 35  0 64  0  0
 3  0      0 29128464 231720 31241412    0    0     0    32 4129 4709 24  0 76  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 29128464 231720 31241420    0    0     0   236 3776 4628 19  0 81  0  0
 5  0      0 29128464 231720 31241420    0    0     0     0 3964 3692 30  0 70  0  0
 3  0      0 29128464 231728 31241428    0    0     0    84 4019 5363 28  0 72  0  0
 5  0      0 29128464 231736 31241432    0    0     0    32 7306 15812 20  1 79  0  0
 8  0      0 29128464 231736 31241440    0    0     0     0 49160 136944 32  5 63  0  0
 5  0      0 29128464 231736 31241440    0    0     0     0 7214 11924 34  1 65  0  0
 5  0      0 29128212 231736 31241512    0    0     0     0 4397 4788 31  1 68  0  0
 4  0      0 29128212 231744 31241516    0    0     0    28 4244 4789 27  1 72  0  0
 7  0      0 29128212 231752 31241572    0    0     0    12 4808 19568 32  1 67  0  0
 6  0      0 29128212 231752 31241572    0    0     0     0 14646 34862 40  2 58  0  0
 4  0      0 29128212 231752 31241580    0    0     0     0 4210 6570 34  1 65  0  0
 3  0      0 29128212 231752 31241584    0    0     0     0 5238 11802 24  1 75  0  0
 2  0      0 29128212 231760 31241612    0    0     0    16 4066 7919 17  0 82  0  0
 2  0      0 29128212 231768 31241616    0    0     0    12 3959 6685 13  0 87  0  0
 3  0      0 29128212 231768 31241628    0    0     0     0 5668 14420 19  1 80  0  0
 5  0      0 29128212 231768 31241636    0    0     0     0 25005 57496 24  2 74  0  0
 4  0      0 29128212 231768 31241636    0    0     0     0 14906 31478 28  1 71  0  0
 3  0      0 29128212 231768 31241644    0    0     0     0 3912 4022 23  0 77  0  0
 4  0      0 29128212 231784 31241688    0    0     0    28 4072 6068 20  0 79  0  0
 4  0      0 29128212 231784 31241696    0    0     0     0 4141 4139 25  0 75  0  0
 4  0      0 29128212 231784 31241696    0    0     0     0 4089 4497 25  0 75  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 29127960 231784 31241704    0    0     0     0 4113 4562 25  0 75  0  0
 8  0      0 29127960 231784 31241708    0    0     0     0 24863 61915 24  2 74  0  0
 3  0      0 29127960 231792 31241716    0    0     0    12 41999 105842 29  4 67  0  0
 3  0      0 29127960 231800 31241716    0    0     0   164 3938 4215 19  0 81  0  0
 3  0      0 29127960 231800 31241724    0    0     0     0 3886 4032 19  0 81  0  0
 3  0      0 29127960 231800 31241792    0    0     0     0 3883 4343 19  0 81  0  0
 3  0      0 29127960 231800 31241820    0    0     0     0 3900 6653 19  0 81  0  0
 3  0      0 29127960 231808 31241860    0    0     0    12 5698 85502 20  1 79  0  0
 2  0      0 29127960 231816 31241868    0    0     0    20 3575 6732  9  0 91  0  0
 2  0      0 29127960 231816 31241876    0    0     0     0 3532 4284  6  0 94  0  0
 1  0      0 29127960 231816 31241876    0    0     0     8 3427 4306  6  0 94  0  0
 1  0      0 29127960 231816 31241884    0    0     0    20 3410 5299  6  0 94  0  0
 1  0      0 29127960 231824 31241888    0    0     0    24 3357 4413  6  0 94  0  0
 2  0      0 29127960 231824 31241896    0    0     0    24 4972 7743 12  0 87  0  0
 2  0      0 29127960 231832 31241896    0    0     0    12 3780 4291 12  0 88  0  0
 2  0      0 29127960 231832 31241904    0    0     0   432 3752 4562 13  0 87  0  0
 1  0      0 29127960 231832 31241908    0    0     0     0 3874 5589 10  0 90  0  0
 1  0      0 29127960 231844 31241948    0    0     0    48 3948 50287  7  1 93  0  0
 1  0      0 29127960 231844 31241948    0    0     0     0 3738 4744  7  0 93  0  0
 1  0      0 29127960 231844 31241956    0    0     0     0 3763 5036  6  0 94  0  0
 1  0      0 29127960 231852 31241952    0    0     0    12 3698 4629  7  0 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 29127960 231852 31241992    0    0     0     0 3649 5077  6  0 94  0  0
 1  0      0 29127960 231860 31241992    0    0     0    80 3705 5600  6  0 94  0  0
 1  0      0 29127960 231860 31242000    0    0     0     0 3707 5817  6  0 94  0  0
 2  0      0 29127960 231860 31242008    0    0     0     0 3762 4634  6  0 94  0  0
 1  0      0 29127960 231860 31242076    0    0     0     0 3752 5473  7  0 93  0  0
 1  0      0 29127960 231868 31242084    0    0     0    24 3622 4681  6  0 93  0  0
 3  0      0 29127960 231876 31242128    0    0     0    12 4649 19575 20  0 79  0  0
 1  0      0 29127960 231876 31242136    0    0     0     0 3955 4012 16  0 84  0  0
 3  0      0 29127960 231876 31242136    0    0     0     0 3975 4301 18  0 82  0  0
 1  0      0 29127960 231876 31242144    0    0     0     0 3882 4239 14  0 85  0  0
 1  0      0 29127960 231876 31242148    0    0     0     0 3755 6121  7  0 93  0  0
 1  0      0 29127960 231884 31242156    0    0     0    12 3707 5613  6  0 94  0  0
 1  0      0 29127960 231884 31242156    0    0     0     0 3625 4448  6  0 94  0  0
 1  0      0 29127960 231884 31242164    0    0     0     0 3738 5342  6  0 94  0  0
 1  0      0 29127960 231892 31242168    0    0     0    12 3882 4978  6  0 94  0  0
 1  0      0 29127960 231892 31242196    0    0     0  8632 3944 31563  6  0 93  0  0
 1  0      0 29127960 231900 31242232    0    0     0    12 4484 75810  9  1 91  0  0
 1  0      0 29127960 231900 31242240    0    0     0     0 3889 4794  7  0 93  0  0
 1  0      0 29127960 231900 31242244    0    0     0     0 3802 4874  6  0 94  0  0
 1  0      0 29127960 231900 31242248    0    0     0     0 3485 4394  6  0 94  0  0
 1  0      0 29127960 231908 31242252    0    0     0    28 3668 5724  6  0 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 29127960 231916 31242260    0    0     0    24 3739 6197  9  0 91  0  0
 1  0      0 29127960 231916 31242268    0    0     0     0 3681 4703  9  0 91  0  0
 2  0      0 28996384 231916 31242268    0    0     0    16 4041 20464 10  0 90  0  0
 2  0      0 28986820 231924 31242360    0    0     0    32 4873 29301 14  1 85  0  0
 1  0      0 28986820 231924 31242360    0    0     0   304 3798 5071  8  0 92  0  0
 1  0      0 28986820 231936 31242400    0    0     0    40 3933 8146  7  0 93  0  0
 1  0      0 28986064 231936 31242400    0    0     0    36 3657 5086  6  0 94  0  0
 2  0      0 28986064 231936 31242408    0    0     0     0 3618 7062 10  0 90  0  0
 1  0      0 28986064 231944 31242412    0    0     0   604 4058 192296  6  2 93  0  0
 2  0      0 28986064 231944 31242440    0    0     0   136 4245 197203  6  2 93  0  0
 2  0      0 28986064 231952 31242444    0    0     0    24 4206 196754  6  2 92  0  0
 1  0      0 28986064 231952 31242452    0    0     0     0 4253 194903  6  2 93  0  0
 2  0      0 28986064 231952 31242460    0    0     0     0 4287 196430  6  2 93  0  0
 1  0      0 28986064 231960 31242460    0    0     0    28 4280 195907  6  2 92  0  0
 1  0      0 28986064 231960 31242472    0    0     0     0 4267 196340  6  2 93  0  0
 2  0      0 28986064 231968 31242512    0    0     0    12 5663 235549  6  2 91  0  0
 1  0      0 28986064 231968 31242520    0    0     0     0 4374 196258  5  2 93  0  0
 1  0      0 28985812 231968 31242520    0    0     0     0 4050 121053  6  1 93  0  0
 1  0      0 28985812 231976 31242528    0    0     0    16 3665 9889  7  0 93  0  0
 1  0      0 28985812 231976 31242532    0    0     0   132 3617 4719  6  0 94  0  0
 2  0      0 28981212 231984 31242540    0    0     0    32 3779 8849 10  0 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 28978188 231984 31242544    0    0     0     0 3984 5452  9  0 91  0  0
 2  0      0 28976176 231984 31242556    0    0     0     0 4146 6055  7  0 93  0  0
 1  0      0 28976176 231992 31242612    0    0     0    44 3746 5137  8  0 92  0  0
 2  0      0 28975420 231992 31242720    0    0     0     0 4621 9850  9  0 91  0  0
 2  0      0 28973404 232004 31242748    0    0     0  2864 3879 7780 12  0 88  0  0
 1  0      0 28973404 232004 31242756    0    0     0   548 3612 5158  7  0 93  0  0
 1  0      0 28973404 232004 31242760    0    0     0     4 3617 5133  8  0 92  0  0
 2  0      0 28952752 232004 31265068    0    0     0     0 4105 149941  6  2 92  0  0
 1  0      0 28918492 232012 31299160    0    0     0    56 4442 162094  6  2 93  0  0
 1  0      0 28865824 232020 31351552    0    0     0   100 4289 176163  6  2 93  0  0
 1  0      0 28833832 232020 31384072    0    0     0     0 4276 128463  6  1 93  0  0
 1  0      0 28833832 232020 31384072    0    0     0     0 3390 4236  6  0 94  0  0
 1  0      0 28833832 232020 31384080    0    0     0    92 3443 4227  6  0 94  0  0
 3  0      0 28833832 232032 31384072    0    0     0    72 3578 4510  6  0 94  0  0
 1  0      0 28833832 232040 31384124    0    0     0    12 3400 5159  7  0 93  0  0
 1  0      0 28833832 232040 31384124    0    0     0    76 3306 4316  6  0 94  0  0
 1  0      0 28833832 232040 31384132    0    0     0     0 3342 4329  6  0 94  0  0
 1  0      0 28833832 232040 31384136    0    0     0     0 3333 4294  6  0 94  0  0
 1  0      0 28833832 232040 31383932    0    0     0   268 3551 4439  6  0 94  0  0
 1  0      0 28833832 232048 31383932    0    0     0    32 3607 4363  6  0 94  0  0
 1  0      0 28833832 232048 31383940    0    0     0    72 3581 4425  6  0 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 28833832 232048 31383944    0    0     0     0 3542 4329  6  0 94  0  0
 1  0      0 28833832 232048 31383948    0    0     0     0 3416 4674  7  0 93  0  0
 1  0      0 28833832 232056 31384016    0    0     0    32 3805 6370  6  0 94  0  0
 1  0      0 28833832 232064 31384056    0    0     0    32 3818 6316  7  0 93  0  0
 1  0      0 28833832 232064 31384060    0    0     0     0 3463 4924  6  0 94  0  0
 1  0      0 28833832 232064 31384064    0    0     0   140 3320 4419  6  0 94  0  0
 1  0      0 28833832 232064 31384072    0    0     0     0 3313 4845  6  0 94  0  0
